title,id
Абакан,1
Абдулино,2
Абинск,3
Агой,4
Агрыз,5
Адлер,6
Адыгейск,7
Азнакаево,8
Азов,9
Аксай (Казахстан),10
Аксай (Ростовская область),11
Аксукент,12
Актау,13
Актобе,14
Алабино,15
Алапаевск,16
Алга (Актюбинская обл),17
Алдан,18
Алейск,19
Александров,20
Александровск (Пермский край),21
Александровск-Сахалинский,22
Алексеевка,23
Алексеевское,24
Алексин,25
Алматы,26
Алушта,27
Альметьевск,28
Амурск,29
Анапа,30
Ангарск,31
Анжеро-Судженск,32
Апатиты,33
Апрелевка,34
Апшеронск,35
Арамиль,36
Ардатов,37
Арзамас,38
Армавир,39
Армения,40
Армянск,41
Арсеньев,42
Арсеньево,43
Артем,44
Архангельск,45
Архипо-Осиповка,46
Асбест,47
Астана,48
Астрахань,49
Атырау,50
Афипский,51
Ахтубинск,52
Ачинск,53
Аша,54
Бавлы,55
Багдарин,56
Байконур (Кызылорд. обл),57
Баймак,58
Баку,59
Балабаново,60
Балаково,61
Балахна,62
Балашиха,63
Балашов,64
Балей,65
Балтым,66
Балхаш,67
Барабинск,68
Барановичи,69
Барда (Пермский край),70
Барнаул,71
Батайск,72
Бахчисарай,73
Бежецк,74
Безенчук,75
Бейнеу (Мангистауская обл),76
Белая Калитва,77
Белая Холуница,78
Белая Церковь,79
Белгород,80
Белебей,81
Белев,82
Белово,83
Белогорск,84
Белозерск,85
Белоозёрский (Московская область),86
Белоомут,87
Белорецк,88
Белореченск,89
Белоусово,90
Белоярский,91
Бердск,92
Березники,93
Березовский (Свердловская область),94
Бийск,95
Биробиджан,96
Бирск,97
Бирюч,98
Бишкек,99
Благовещенск (Амурская область),100
Благовещенск (Республика Башкортостан),101
Благодарный,102
Бобруйск,103
Богородицк,104
Богородск,105
Бодайбо,106
Болгария,107
Бологое,108
Большое Болдино,109
Бор,110
Борисов,111
Борисовка,112
Борисоглебск,113
Боровичи,114
Боровск,115
Бородино,116
Бразилия,117
Братск,118
Брест,119
Бронницы,120
Брюховецкая станица,121
Брянск,122
Бугры,123
Бугульма,124
Бугуруслан,125
Буденновск,126
Бузулук,127
Буинск,128
Бутурлино,129
Бухара,130
Буча,131
Вагай,132
Вад,133
Валуйки,134
Варениковская,135
Васюринская,136
Великие Луки,137
Великий Новгород,138
Великий Устюг,139
Великобритания,140
Вельск,141
Венев,142
Верхнеднепровский,143
Верхняя Пышма,144
Верхняя Салда,145
Видное,146
Витебск,147
Вихоревка,148
Владивосток,149
Владикавказ,150
Владимир,151
Власиха,152
Волгоград,153
Волгодонск,154
Волгореченск,155
Волжск,156
Волжский,157
Вологда,158
Волоколамск,159
Вольск,160
Воркута,161
Воронеж,162
Воскресенск,163
Воткинск,164
Всеволожск,165
Вуктыл,166
Выборг,167
Выкса,168
Выселки,169
Высокая Гора,170
Вышний Волочек,171
Вьетнам,172
Вяземский,173
Вязники,174
Вязьма,175
Гай,176
Ганцевичи,177
Гатчина,178
Гвардейск,179
Геленджик,180
Георгиевск,181
Германия,182
Глазов,183
Глазуновка,184
Глинищево,185
Глуск,186
Голицыно,187
Гомель,188
Горно-Алтайск,189
Горнозаводск,190
Горняк,191
Городец,192
Городище,193
Горячий Ключ,194
Грайворон,195
Грибановский,196
Григорополисская,197
Гродно,198
Грозный,199
Грязи,200
Губаха,201
Губкин,202
Губкинский,203
Гудермес,204
Гуково,205
Гулькевичи,206
Гурзуф,207
Гурьевск (Калининградская область),208
Гурьевск (Кемеровская область),209
Гусев,210
Давыдово (Московская область,211
Дания,212
Дегтярск,213
Дедовск,214
Дербент,215
Десногорск,216
Джанкой,217
Джубга,218
Дзержинск (Нижегородская область),219
Дзержинский,220
Дивеево,221
Дивногорск,222
Димитровград,223
Динская станица,224
Дмитров,225
Днепр (Днепропетровск),226
Днепродзержинск,227
Добрянка,228
Долгопрудный,229
Домодедово,230
Донецк (Ростовская область),231
Донецк (Украина),232
Донской,233
Дорохово (Московская область),234
Дрезна,235
Дрогичин,236
Дружная Горка (Ленинградская область),237
Дубна,238
Дубна (Тульская область),239
Дудинка (Красноярский край),240
Дюртюли,241
Евпатория,242
Егорьевск,243
Ейск,244
Екатеринбург,245
Екатеринославка (Амурская область),246
Елабуга,247
Елец,248
Елкин,249
Еманжелинск,250
Енакиево,251
Ермолаево (Башкортостан),252
Ермолино,253
Ессентуки,254
Ессентукская,255
Ефремов,256
Жабинка,257
Жезказган,258
Железногорск (Красноярский край),259
Железногорск (Курская область),260
Железногорск-Илимский,261
Железнодорожный,262
Желтые Воды,263
Жигулевск,264
Жирновск,265
Жлобин,266
Жодино,267
Жуковка (Брянская область),268
Жуковский,269
Заводоуковск,270
Заволжье,271
Завьялово (Алтайский край),272
Заинск,273
Залари,274
Заозерный,275
Западная Двина,276
Заполярный,277
Запорожье,278
Запрудня (Московская область),279
Заречный (Пензенская область),280
Заречный (Свердловская область),281
Заринск,282
Звёздный Городок,283
Звенигород,284
Зеленогорск  (Красноярский край),285
Зеленогорск (Ленинградская обл),286
Зеленоград,287
Зеленоградск,288
Кстово,430
Зеленодольск (Республика Татарстан),289
Зеленокумск,290
Зерноград,291
Зимовники,292
Златоуст,293
Знаменск,294
Зырянское,295
Иваново (Ивановская область),296
Ивано-Франковск,297
Ивантеевка,298
Ивантеевка( Саратовская область),299
Игра,300
Ижевск,301
Изобильный,302
Индонезия,303
Иннополис,304
Иноземцево,305
Инта,306
Ипатово,307
Ирбит,308
Иркутск,309
Искитим,310
Испания,311
Истра,312
Италия,313
Итатский,314
Ишим,315
Ишимбай,316
Йошкар-Ола,317
Кадошкино,318
Кадуй,319
Казань,320
Казах,321
Калач,322
Калининград,323
Калуга,324
Каменка (Пензенская область),325
Каменск-Уральский,326
Каменск-Шахтинский,327
Камень-на-Оби,328
Камешково,329
Камышин,330
Камышлов,331
Канаш,332
Кандалакша,333
Каневская,334
Канск,335
Капчагай,336
Караганда,337
Каратау,338
Карачев,339
Кармаскалы,340
Карталы,341
Касимов,342
Каскелен,343
Каспийск,344
Катайск,345
Качканар,346
Кашира,347
Кемерово,348
Керчь,349
Киев,350
Кизляр,351
Кимры,352
Кингисепп,353
Кинель,354
Кинешма,355
Кипр,356
Киреевск,357
Киржач,358
Кириши,359
Киров,360
Киров (Калужская область),361
Кировоград,362
Кирово-Чепецк,363
Кировск (Ленинградская область),364
Кировск (Мурманская область),365
Киселевск,366
Кисловодск,367
Китай,368
Кишинёв,369
Климовск,370
Клин,371
Клинцы,372
Кобрин,373
Ковров,374
Когалым,375
Кодинск,376
Кокшетау,377
Коломна,378
Колпино,379
Колтуши,380
Кольцово,381
Кольчугино,382
Коммунарка,383
Комсомольск-на-Амуре,384
Конаково,385
Кондопога,386
Кореновск,387
Коркино,388
Кормиловка,389
Королев,390
Короча,391
Корсаков,392
Коса (Пермский край),393
Костанай,394
Костомукша,395
Кострома,396
Котельники,397
Котельниково,398
Котлас,399
Котово,400
Кохма,401
Коченево,402
Красково,403
Красная Поляна,404
Красноармейск (Московская область),405
Краснобродский,406
Красногвардейское (Ставропольский край),407
Красногорск,408
Краснодар,409
Краснозаводск,410
Краснознаменск (Московская область),411
Краснокамск,412
Краснообск,413
Красноперекопск,414
Краснослободск (Республика Мордовия),415
Краснотурьинск,416
Красноуральск,417
Красноуфимск,418
Красноярск,419
Красноярский,420
Красный Сулин,421
Красный Холм,422
Нижневартовск,564
Красный Яр (Самарская область),423
Крекшино,424
Кременки,425
Кривой Рог,426
Кронштадт,427
Кропоткин,428
Крымск,429
Кубинка,431
Кудрово,432
Кузнецк,433
Куйбышев,434
Куйбышевский Затон,435
Кулебаки,436
Кульсары,437
Кумертау,438
Кунгур,439
Курагино,440
Курган,441
Курганинск,442
Куровское,443
Курск,444
Курчатов,445
Курчатов (Казахстан),446
Кызыл,447
Кызылорда,448
Кыштым,449
Лабинск,450
Лабытнанги,451
Лазарево (Тульская область),452
Лазаревское,453
Лакинск,454
Лангепас,455
Латвия,456
Лебедянь,457
Ленинградская станица,458
Ленино,459
Лениногорск,460
Ленинск-Кузнецкий,461
Ленск,462
Лермонтов,463
Лесниково,464
Лесной,465
Лесной (Московская область,466
Лесной Городок,467
Лесные Поляны (Московская область,468
Лесозаводск,469
Лесосибирск,470
Ливны,471
Ликино-Дулево,472
Линево (Новосибирская область),473
Липецк,474
Лиски,475
Лобня,476
Лодейное Поле,477
Ломоносов,478
Лосино-Петровский,479
Луганск,480
Лунинец,481
Луховицы,482
Лысьва,483
Лыткарино,484
Львов,485
Любань (Ленинградская область),486
Люберцы,487
Любинский,488
Лянтор,489
Магадан,490
Магас,491
Магдагачи,492
Магнитогорск,493
Майкоп,494
Макушино,495
Малаховка (Московская область),496
Малгобек,497
Малмыж,498
Малояз,499
Малоярославец,500
Малые Вязёмы,501
Мамадыш,502
Мариуполь,503
Марьинская (Ставропольский край),504
Махачкала,505
Мегион,506
Междуреченск,507
Мелеуз,508
Менделеевск,509
Месягутово,510
Миасс,511
Миллерово,512
Минеральные Воды,513
Минск,514
Минусинск,515
Мирный (Республика Саха (Якутия)),516
Михайловка (Волгоградская область),517
Михайловск (Ставропольский край),518
Михнево (Московская область,519
Мичуринск,520
Могилев,521
Можайск,522
Можга,523
Моздок,524
Молодечно,525
Монино,526
Мончегорск,527
Морозовск,528
Моршанск,529
Москва,530
Московская область,531
Московский,532
Мостовской,533
Муравленко,534
Мурино,535
Мурманск,536
Муром,537
Мценск,538
Мыски,539
Мытищи,540
Набережные Челны,541
Навашино,542
Надым,543
Назарово,544
Назрань,545
Нальчик,546
Наро-Фоминск,547
Нарьян-Мар,548
Нахабино,549
Находка,550
Небуг,551
Невинномысск,552
Невьянск,553
Некрасовский(Московская область),554
Некрасовское,555
Неман,556
Немчиновка,557
Нерехта,558
Нерюнгри,559
Нефтекамск,560
Нефтекумск,561
Нефтеюганск,562
Нея,563
Нижнекамск,565
Нижнетроицкий,566
Нижний Новгород,567
Нижний Тагил,568
Никель (Мурманская область),569
Николаев,570
Николаевск-на-Амуре,571
Никольское,572
Никополь,573
Новая Ладога,574
Новая Усмань,575
Новоалтайск,576
Новоаннинский,577
Нововоронеж,578
Новодвинск,579
Новое Девяткино,580
Новозыбков,581
Новоивановское,582
Новокубанск,583
Новокузнецк,584
Новокуйбышевск,585
Новомичуринск,586
Новомосковск (Тульская область),587
Новополоцк,588
Новороссийск,589
Новосибирск,590
Новотроицк (Оренбургская область),591
Новоульяновск,592
Новоуральск,593
Новочебоксарск,594
Новочеркасск,595
Новошахтинск,596
Новый Оскол,597
Новый Уренгой,598
Ногинск,599
Ноглики,600
Норильск,601
Ноябрьск,602
Нур-Султан,603
Нытва,604
Нюксеница,605
Нягань,606
Обнинск,607
Обухов,608
Обь,609
Одесса,610
Одинцово,611
Ожерелье,612
Озерск (Челябинская область),613
Озеры,614
Октябрьская,615
Октябрьский,616
Октябрьский (Республика Башкортостан),617
Ольгинская (Ростовская область),618
Омск,619
Омутинское,620
Опочка,621
Орел,622
Оренбург,623
Орехово-Зуево,624
Оричи,625
Орск,626
Орша,627
Оса,628
Осинники,629
Осташков,630
Островной,631
Острогожск,632
Отрадная,633
Отрадный (Самарская область),634
Оха,635
Очер,636
Павлово,637
Павловск (Воронежская область),638
Павловская,639
Павловская Слобода,640
Павловский Посад,641
Павлодар,642
Палласовка,643
Пангоды,644
Пенза,645
Первоуральск,646
Пересвет,647
Переславль-Залесский,648
Переяславка,649
Пермь,650
Петергоф,651
Петров Вал,652
Петровск,653
Петровск-Забайкальский,654
Петрозаводск,655
Петропавловск,656
Петропавловск-Камчатский,657
Петушки,658
Печора,659
Пикалево,660
Пильна,661
Пинск,662
Пионерский,663
Пластуновская,664
Платнировская,665
Плесецк,666
Подгоренский,667
Подольск (Московская область),668
Пойковский,669
Покачи,670
Покров,671
Покровское (Ростовская область),672
Полевской,673
Полотняный Завод,674
Полоцк,675
Полтава,676
Полтавка,677
Полтавская,678
Полысаево,679
Поронайск,680
Португалия,681
Похвистнево,682
Починок,683
Приозерск,684
Приютово,685
Прокопьевск,686
Пролетарск,687
Промышленная,688
Протвино,689
Прохладный,690
Псков,691
Пустошка,692
Путилково,693
Пушкин (Ленинградская область),694
Пушкино (Московская область),695
Пущино,696
Пыть-Ях,697
Пятигорск,698
Радужный (Владимирская область),699
Радужный (Ханты-Мансийский АО - Югра),700
Райчихинск,701
Раменское,702
Рассказово,703
Ревда,704
Реж,705
Реутов,706
Речицы (Московская область,707
Ржев,708
Рославль,709
Россия,710
Россошь,711
Ростов (Ярославская область),712
Ростов-на-Дону,713
Рощино (Ленинградская область),714
Ртищево,715
Рубцовск,716
Рудный,717
Рудня,718
Руза,719
Рыбинск,720
Рыбное,721
Рязань,722
Саки,723
Салават,724
Салехард,725
Сальск,726
Самара,727
Самарканд,728
Санкт-Петербург,729
Саракташ,730
Саранск,731
Сарапул,732
Саратов,733
Саров,734
Сасово,735
Сатка,736
Сафоново,737
Саяногорск,738
Светлогорск (Калининградская область),739
Светлый (Томская область),740
Светогорск,741
Свободный,742
Себеж,743
Севастополь,744
Северобайкальск,745
Северодвинск,746
Северодонецк,747
Северо-Задонск,748
Североморск,749
Североуральск,750
Северск(Томская область),751
Северская станица,752
Сельцо,753
Селятино,754
Семей,755
Семибратово,756
Семилуки,757
Сербия,758
Сергач,759
Сергиев Посад,760
Серов,761
Серпухов,762
Сертолово,763
Сибай,764
Симферополь,765
Сковородино,766
Скопин,767
Славгород (Алтайский край),768
Славянск-на-Кубани,769
Сланцы,770
Слободской,771
Словакия,772
Словения,773
Слоним,774
Слуцк,775
Смолевичи,776
Смоленск,777
Снежинск,778
Снежногорск,779
Советская Гавань,780
Советский (Республика Марий Эл),781
Советский (Ханты-Мансийский АО),782
Сокол,783
Сокольское,784
Соликамск,785
Солнечногорск,786
Солонешное,787
Сорск,788
Сосновоборск,789
Сосновское,790
Сосновый Бор,791
Сосногорск,792
Софрино,793
Сочи,794
Спас-Деменск,795
Спасск-Дальний,796
Среднеуральск,797
Сретенск,798
Ставрополь,799
Старая Купавна,800
Староминская,801
Старый Оскол,802
Степногорск,803
Стерлитамак,804
Столбцы,805
Стрежевой,806
Стрельна,807
Строитель (Белгородская область),808
Струнино,809
Ступино,810
Суздаль,811
Сумкино (Тюменская область),812
Сумы,813
Сургут,814
Сухой Лог,815
США,816
Сызрань,817
Сыктывкар,818
Сысерть,819
Таганрог,820
Таджикистан,821
Таиланд,822
Тайга,823
Тайшет,824
Талгар,825
Талдом,826
Талдыкорган,827
Талица,828
Тамань,829
Тамбов,830
Тараз,831
Тарко-Сале,832
Тарумовка,833
Татарск,834
Ташкент,835
Тбилиси,836
Тбилисская,837
Тверь,838
Темиртау,839
Темрюк,840
Тербуны,841
Тетюши,842
Тимашевск,843
Тихвин,844
Тихорецк,845
Тобольск,846
Товарково (Калужская область),847
Тольятти,848
Томилино,849
Томск,850
Торжок,851
Тосно,852
Трехгорный,853
Троицк (Московская область),854
Троицк (Челябинская область),855
Туапсе,856
Туймазы,857
Тула,858
Тулун,859
Туркестан,860
Туркменистан,861
Турция,862
Тутаев,863
Тучково,864
Тында,865
Тюмень,866
Ува,867
Уварово,868
Удельная (Московская область),869
Удомля,870
Ужгород,871
Ужур,872
Узловая,873
Улан-Удэ,874
Улькан,875
Ульяновск,876
Урай,877
Уральск,878
Урдома,879
Усинск,880
Усолье-Сибирское,881
Успенское (Краснодарский край),882
Уссурийск,883
Усть-Илимск,884
Усть-Каменогорск,885
Усть-Кут,886
Усть-Лабинск,887
Уфа,888
Ухта,889
Учалы,890
Фаниполь,891
Феодосия,892
Фокино (Приморский край),893
Франция,894
Фролово,895
Фрязино,896
Хабаровск,897
Ханты-Мансийск,898
Харабали,899
Харп,900
Харьков,901
Хворостянка (Самарская область),902
Херсон,903
Химки,904
Хмельницкий,905
Холмск,906
Холмская,907
Хор (Хабаровский край),908
Хотьково,909
Хохольский,910
Цивильск,911
Чайковский,912
Чапаевск,913
Чебаркуль,914
Чебоксары,915
Челно-Вершины,916
Челябинск,917
Чердаклы,918
Череповец,919
Черкассы,920
Черкесск,921
Черкизово (Московская область,922
Чернигов,923
Черноголовка,924
Черногория,925
Черногорск,926
Черноморский,927
Черноморское,928
Чернянка,929
Черняховск,930
Чехия,931
Чехов,932
Чистополь,933
Чита,934
Чишмы,935
Чусовой,936
Шадринск,937
Шарыпово,938
Шатура,939
Шахты,940
Шахунья,941
Шацк (Рязанская область),942
Швеция,943
Шебекино,944
Шелек,945
Шелехов,946
Шлиссельбург,947
Шумерля,948
Шуя,949
Шымкент,950
Щекино,951
Щёлкино,952
Щелково,953
Щербинка,954
Щигры,955
Щучье,956
Экибастуз,957
Электрогорск,958
Электросталь,959
Электроугли,960
Элиста,961
Энгельс,962
Энем,963
Юбилейный,964
Югорск,965
Южно-Сахалинск,966
Южно-Сухокумск,967
Южноуральск,968
Южный (Краснодарский край),969
Юрга,970
Юца,971
Яблоновский (Республика Адыгея),972
Ядрин,973
Яккабаг,974
Якутск,975
Ялта,976
Ялуторовск,977
Яровое,978
Ярославль,979
Ярцево,980
Ясногорск,981
Ясный,982
Яхрома,983
Яшалта,984
